# Trials behind speed.md. Written by `mise run bench:speed`; do not edit by hand.
# Date: 2026-09-24
# Roblox: 0.740.19.7400931
# Machine: 12th Gen Intel(R) Core(TM) i9-12900KF, 16 threads, win32 10.0.26200
# Runs: 2, back to back
# surge: 56b6fd5
# rbxts-transformer-surge: 0710f5d
# roblox-ts: 3.0.0
# @rbxts/flamework-binary-serializer: 0.7.0
# @rbxts/serio: 1.2.7
# Blink: 0.18.8
# Method: 9 trials per cell, each at least 0.2 seconds of calls after 0.1 seconds of warm-up calls, timed in chunks of 250 calls so that the yields between chunks are not in the time; within a row the libraries take turns, one trial each, and 3 idle frames separate one row from the next
fixture	library	half	run	trial	rate
deeply nested object	baseline	encode	1	5	4400447
deeply nested object	baseline	encode	1	6	4368512
deeply nested object	baseline	encode	1	7	4403374
deeply nested object	baseline	encode	1	8	4470830
deeply nested object	baseline	encode	1	9	4351569
deeply nested object	baseline	encode	2	1	4279683
deeply nested object	baseline	encode	2	2	4271975
deeply nested object	baseline	encode	2	3	4518509
deeply nested object	baseline	encode	2	4	4558135
deeply nested object	baseline	encode	2	5	4538958
deeply nested object	baseline	encode	2	6	4635133
deeply nested object	baseline	encode	2	7	4563513
deeply nested object	baseline	encode	2	8	4626190
deeply nested object	baseline	encode	2	9	4566181
deeply nested object	baseline	decode	1	1	2582418
deeply nested object	baseline	decode	1	2	2552538
deeply nested object	baseline	decode	1	3	2581128
deeply nested object	baseline	decode	1	4	2557018
deeply nested object	baseline	decode	1	5	2414618
deeply nested object	baseline	decode	1	6	2267223
deeply nested object	baseline	decode	1	7	2592999
deeply nested object	baseline	decode	1	8	2656714
deeply nested object	baseline	decode	1	9	2383608
deeply nested object	baseline	decode	2	1	2393008
deeply nested object	baseline	decode	2	2	2413168
deeply nested object	baseline	decode	2	3	2356067
deeply nested object	baseline	decode	2	4	2376279
deeply nested object	baseline	decode	2	5	2356765
deeply nested object	baseline	decode	2	6	2356023
deeply nested object	baseline	decode	2	7	2433628
deeply nested object	baseline	decode	2	8	2493476
deeply nested object	baseline	decode	2	9	2322516
wide struct	surge	encode	1	1	1659656
wide struct	surge	encode	1	2	1658828
wide struct	surge	encode	1	3	1666844
wide struct	surge	encode	1	4	1600082
wide struct	surge	encode	1	5	1670455
wide struct	surge	encode	1	6	1661143
wide struct	surge	encode	1	7	1663575
wide struct	surge	encode	1	8	1643939
wide struct	surge	encode	1	9	1652360
wide struct	surge	encode	2	1	1750460
wide struct	surge	encode	2	2	1743000
wide struct	surge	encode	2	3	1618356
wide struct	surge	encode	2	4	1714788
wide struct	surge	encode	2	5	1726495
wide struct	surge	encode	2	6	1749801
wide struct	surge	encode	2	7	1763095
wide struct	surge	encode	2	8	1720735
wide struct	surge	encode	2	9	1731570
wide struct	surge	decode	1	1	689094
wide struct	surge	decode	1	2	662292
wide struct	surge	decode	1	3	684463
wide struct	surge	decode	1	4	669452
wide struct	surge	decode	1	5	676270
wide struct	surge	decode	1	6	664799
wide struct	surge	decode	1	7	663259
wide struct	surge	decode	1	8	571196
wide struct	surge	decode	1	9	701512
wide struct	surge	decode	2	1	618743
wide struct	surge	decode	2	2	663445
wide struct	surge	decode	2	3	694975
wide struct	surge	decode	2	4	622690
wide struct	surge	decode	2	5	611487
wide struct	surge	decode	2	6	634090
wide struct	surge	decode	2	7	606773
wide struct	surge	decode	2	8	616167
wide struct	surge	decode	2	9	636796
wide struct	fbs	encode	1	1	701088
wide struct	fbs	encode	1	2	703697
wide struct	fbs	encode	1	3	709470
wide struct	fbs	encode	1	4	713679
wide struct	fbs	encode	1	5	711470
wide struct	fbs	encode	1	6	705370
wide struct	fbs	encode	1	7	703101
wide struct	fbs	encode	1	8	707448
wide struct	fbs	encode	1	9	713423
wide struct	fbs	encode	2	1	689358
wide struct	fbs	encode	2	2	714531
wide struct	fbs	encode	2	3	708584
wide struct	fbs	encode	2	4	719473
wide struct	fbs	encode	2	5	716282
wide struct	fbs	encode	2	6	710195
wide struct	fbs	encode	2	7	716262
wide struct	fbs	encode	2	8	715985
wide struct	fbs	encode	2	9	713953
wide struct	fbs	decode	1	1	512800
wide struct	fbs	decode	1	2	519471
wide struct	fbs	decode	1	3	536585
wide struct	fbs	decode	1	4	519021
wide struct	fbs	decode	1	5	504304
wide struct	fbs	decode	1	6	506317
wide struct	fbs	decode	1	7	516888
wide struct	fbs	decode	1	8	467174
wide struct	fbs	decode	1	9	512924
wide struct	fbs	decode	2	1	474270
wide struct	fbs	decode	2	2	482027
wide struct	fbs	decode	2	3	520994
wide struct	fbs	decode	2	4	466429
wide struct	fbs	decode	2	5	484126
wide struct	fbs	decode	2	6	493629
wide struct	fbs	decode	2	7	472074
wide struct	fbs	decode	2	8	475722
wide struct	fbs	decode	2	9	489006
wide struct	serio	encode	1	1	119647
wide struct	serio	encode	1	2	121328
wide struct	serio	encode	1	3	120124
wide struct	serio	encode	1	4	119606
wide struct	serio	encode	1	5	119138
wide struct	serio	encode	1	6	118190
wide struct	serio	encode	1	7	119562
wide struct	serio	encode	1	8	120072
wide struct	serio	encode	1	9	118228
wide struct	serio	encode	2	1	118144
wide struct	serio	encode	2	2	116932
wide struct	serio	encode	2	3	118389
wide struct	serio	encode	2	4	119160
wide struct	serio	encode	2	5	119445
wide struct	serio	encode	2	6	120561
wide struct	serio	encode	2	7	119391
wide struct	serio	encode	2	8	121125
wide struct	serio	encode	2	9	119376
wide struct	serio	decode	1	1	253707
wide struct	serio	decode	1	2	244803
wide struct	serio	decode	1	3	246963
wide struct	serio	decode	1	4	247203
wide struct	serio	decode	1	5	251533
wide struct	serio	decode	1	6	247292
wide struct	serio	decode	1	7	246497
wide struct	serio	decode	1	8	249051
wide struct	serio	decode	1	9	248888
wide struct	serio	decode	2	1	236207
wide struct	serio	decode	2	2	244256
wide struct	serio	decode	2	3	245514
wide struct	serio	decode	2	4	240832
wide struct	serio	decode	2	5	238759
wide struct	serio	decode	2	6	242311
wide struct	serio	decode	2	7	241740
wide struct	serio	decode	2	8	239766
wide struct	serio	decode	2	9	236086
wide struct	blink	encode	1	1	1287283
wide struct	blink	encode	1	2	1293634
wide struct	blink	encode	1	3	1306126
wide struct	blink	encode	1	4	1259346
wide struct	blink	encode	1	5	1248198
wide struct	blink	encode	1	6	1282308
wide struct	blink	encode	1	7	1289449
wide struct	blink	encode	1	8	1275863
wide struct	blink	encode	1	9	1285831
wide struct	blink	encode	2	1	1361639
wide struct	blink	encode	2	2	1248201
wide struct	blink	encode	2	3	1283595
wide struct	blink	encode	2	4	1341021
wide struct	blink	encode	2	5	1359195
wide struct	blink	encode	2	6	1330191
wide struct	blink	encode	2	7	1348662
wide struct	blink	encode	2	8	1338700
wide struct	blink	encode	2	9	1353886
wide struct	blink	decode	1	1	488437
wide struct	blink	decode	1	2	475836
wide struct	blink	decode	1	3	482055
wide struct	blink	decode	1	4	481930
wide struct	blink	decode	1	5	473614
wide struct	blink	decode	1	6	472715
wide struct	blink	decode	1	7	472164
wide struct	blink	decode	1	8	485231
wide struct	blink	decode	1	9	488734
wide struct	blink	decode	2	1	454924
wide struct	blink	decode	2	2	487278
wide struct	blink	decode	2	3	438505
wide struct	blink	decode	2	4	473730
wide struct	blink	decode	2	5	439973
wide struct	blink	decode	2	6	448517
wide struct	blink	decode	2	7	472615
wide struct	blink	decode	2	8	449109
wide struct	blink	decode	2	9	449470
large array	surge	encode	1	1	114746
large array	surge	encode	1	2	115647
large array	surge	encode	1	3	117418
large array	surge	encode	1	4	118134
large array	surge	encode	1	5	116623
large array	surge	encode	1	6	118192
large array	surge	encode	1	7	120501
large array	surge	encode	1	8	119703
large array	surge	encode	1	9	119438
large array	surge	encode	2	1	118406
large array	surge	encode	2	2	119565
large array	surge	encode	2	3	119181
large array	surge	encode	2	4	119416
large array	surge	encode	2	5	120125
large array	surge	encode	2	6	116279
large array	surge	encode	2	7	117370
large array	surge	encode	2	8	119626
large array	surge	encode	2	9	119349
large array	surge	decode	1	1	56060
large array	surge	decode	1	2	57003
large array	surge	decode	1	3	55623
large array	surge	decode	1	4	55999
large array	surge	decode	1	5	56700
large array	surge	decode	1	6	56804
large array	surge	decode	1	7	56518
large array	surge	decode	1	8	57253
large array	surge	decode	1	9	55346
large array	surge	decode	2	1	49529
large array	surge	decode	2	2	47465
large array	surge	decode	2	3	44901
large array	surge	decode	2	4	46142
large array	surge	decode	2	5	47319
large array	surge	decode	2	6	48033
large array	surge	decode	2	7	49847
large array	surge	decode	2	8	47208
large array	surge	decode	2	9	48601
large array	fbs	encode	1	1	74352
large array	fbs	encode	1	2	74473
large array	fbs	encode	1	3	74173
large array	fbs	encode	1	4	74677
large array	fbs	encode	1	5	75241
large array	fbs	encode	1	6	74473
large array	fbs	encode	1	7	74723
large array	fbs	encode	1	8	74531
large array	fbs	encode	1	9	72788
large array	fbs	encode	2	1	73953
large array	fbs	encode	2	2	74859
large array	fbs	encode	2	3	74721
large array	fbs	encode	2	4	75208
large array	fbs	encode	2	5	74949
large array	fbs	encode	2	6	74139
large array	fbs	encode	2	7	73421
large array	fbs	encode	2	8	72848
large array	fbs	encode	2	9	72437
large array	fbs	decode	1	1	42728
large array	fbs	decode	1	2	43298
large array	fbs	decode	1	3	42716
large array	fbs	decode	1	4	43412
large array	fbs	decode	1	5	43276
large array	fbs	decode	1	6	42694
large array	fbs	decode	1	7	42674
large array	fbs	decode	1	8	42918
large array	fbs	decode	1	9	42727
large array	fbs	decode	2	1	40431
large array	fbs	decode	2	2	40880
large array	fbs	decode	2	3	39261
large array	fbs	decode	2	4	39373
large array	fbs	decode	2	5	40340
large array	fbs	decode	2	6	39983
large array	fbs	decode	2	7	40276
large array	fbs	decode	2	8	40676
large array	fbs	decode	2	9	42835
large array	serio	encode	1	1	8145
large array	serio	encode	1	2	8038
large array	serio	encode	1	3	8064
large array	serio	encode	1	4	8122
large array	serio	encode	1	5	8003
large array	serio	encode	1	6	8077
large array	serio	encode	1	7	8102
large array	serio	encode	1	8	8109
large array	serio	encode	1	9	8103
large array	serio	encode	2	1	7911
large array	serio	encode	2	2	7973
large array	serio	encode	2	3	8062
large array	serio	encode	2	4	7997
large array	serio	encode	2	5	8005
large array	serio	encode	2	6	7963
large array	serio	encode	2	7	7900
large array	serio	encode	2	8	7987
large array	serio	encode	2	9	7929
large array	serio	decode	1	1	24649
large array	serio	decode	1	2	24489
large array	serio	decode	1	3	24704
large array	serio	decode	1	4	24686
large array	serio	decode	1	5	25085
large array	serio	decode	1	6	24450
large array	serio	decode	1	7	24928
large array	serio	decode	1	8	24928
large array	serio	decode	1	9	25048
large array	serio	decode	2	1	22826
large array	serio	decode	2	2	23147
large array	serio	decode	2	3	22026
large array	serio	decode	2	4	22468
large array	serio	decode	2	5	23257
large array	serio	decode	2	6	22724
large array	serio	decode	2	7	22749
large array	serio	decode	2	8	22953
large array	serio	decode	2	9	23514
large array	blink	encode	1	1	131912
large array	blink	encode	1	2	131033
large array	blink	encode	1	3	127938
